Stock_Price,Strike_Price,Time_to_Maturity,Interest_Rate,Option_Price,Option_Type,Volatility,Implied Volatility
84.45,80,21,0.0026,2.55,0,0.347977584,0.3386
84.45,81,21,0.0026,2.1,0,0.347977584,0.3408
84.45,82,21,0.0026,3.9,0,0.347977584,0.3225
84.45,82.5,21,0.0026,3.6,0,0.347977584,0.3115
84.45,83,21,0.0026,3.3,0,0.347977584,0.3118
84.45,83.5,21,0.0026,3.1,0,0.347977584,0.3103
84.45,84.5,21,0.0026,2.3,0,0.347977584,0.3015
84.45,85,21,0.0026,2.2,0,0.347977584,0.3005
84.45,86,21,0.0026,1.8,0,0.347977584,0.2986
84.45,88,21,0.0026,1.1,0,0.347977584,0.2971
84.45,70,28,0.0026,7.4,0,0.347977584,0.6914
84.45,77,28,0.0026,4.13,0,0.347977584,0.3823
84.45,78,28,0.0026,4.9,0,0.347977584,0.3645
84.45,79.5,28,0.0026,1.94,0,0.347977584,0.3535
84.45,82,28,0.0026,4.1,0,0.347977584,0.3154
84.45,82.5,28,0.0026,3.8,0,0.347977584,0.3162
84.45,83,28,0.0026,3.6,0,0.347977584,0.3154
84.45,84,28,0.0026,1.1,0,0.347977584,0.3096
84.45,90,28,0.0026,0.85,0,0.347977584,0.2969
84.45,72.5,35,0.0026,7.96,0,0.347977584,0.4756
84.45,75,35,0.0026,6.2,0,0.347977584,0.4023
84.45,77.5,35,0.0026,5.99,0,0.347977584,0.3562
84.45,80,35,0.0026,6,0,0.347977584,0.335
84.45,82.5,35,0.0026,4.22,0,0.347977584,0.3235
84.45,85,35,0.0026,2.95,0,0.347977584,0.3057
84.45,87.5,35,0.0026,1.9,0,0.347977584,0.2974
84.45,90,35,0.0026,1.23,0,0.347977584,0.301
84.45,95,35,0.0026,0.41,0,0.347977584,0.3169
84.45,85,42,0.0026,3.82,0,0.347977584,0.3745
84.45,50,63,0.0026,31.2,0,0.347977584,0.8496
84.45,60,63,0.0026,20.2,0,0.347977584,0.5786
84.45,70,63,0.0026,11,0,0.347977584,0.4526
84.45,72.5,63,0.0026,7,0,0.347977584,0.4287
84.45,75,63,0.0026,9.46,0,0.347977584,0.4077
84.45,77.5,63,0.0026,8.7,0,0.347977584,0.3867
84.45,80,63,0.0026,7.3,0,0.347977584,0.3718
84.45,82.5,63,0.0026,3.81,0,0.347977584,0.36
84.45,85,63,0.0026,4.5,0,0.347977584,0.3494
84.45,87.5,63,0.0026,3.5,0,0.347977584,0.3462
84.45,90,63,0.0026,2.65,0,0.347977584,0.3438
84.45,92.5,63,0.0026,1.85,0,0.347977584,0.3392
84.45,95,63,0.0026,1.3,0,0.347977584,0.3384
84.45,97.5,63,0.0026,0.95,0,0.347977584,0.34
84.45,100,63,0.0026,0.7,0,0.347977584,0.3352
84.45,105,63,0.0026,0.35,0,0.347977584,0.343
84.45,110,63,0.0026,0.65,0,0.347977584,0.3867
84.45,115,63,0.0026,0.1,0,0.347977584,0.4233
84.45,120,63,0.0026,0.1,0,0.347977584,0.4536
84.45,125,63,0.0026,0.1,0,0.347977584,0.4951
84.45,130,63,0.0026,0.6,0,0.347977584,0.5518
84.45,135,63,0.0026,0.45,0,0.347977584,0.5147
84.45,75,154,0.0026,8.21,0,0.347977584,0.3994
84.45,77.5,154,0.0026,10.1,0,0.347977584,0.4105
84.45,80,154,0.0026,9.6,0,0.347977584,0.3858
84.45,82.5,154,0.0026,6.8,0,0.347977584,0.3853
84.45,85,154,0.0026,7.7,0,0.347977584,0.3657
84.45,87.5,154,0.0026,6.6,0,0.347977584,0.3728
84.45,90,154,0.0026,5.6,0,0.347977584,0.361
84.45,92.5,154,0.0026,4.7,0,0.347977584,0.3671
84.45,95,154,0.0026,4,0,0.347977584,0.359
84.45,97.5,154,0.0026,3.3,0,0.347977584,0.3557
84.45,100,154,0.0026,2.75,0,0.347977584,0.3555
84.45,105,154,0.0026,1.65,0,0.347977584,0.3538
84.45,110,154,0.0026,1.25,0,0.347977584,0.3671
84.45,115,154,0.0026,0.5,0,0.347977584,0.3652
84.45,120,154,0.0026,2.15,0,0.347977584,0.3696
84.45,135,154,0.0026,0.3,0,0.347977584,0.4075
84.45,35,182,0.0026,56.4,0,0.347977584,0.5625
84.45,40,182,0.0026,45,0,0.347977584,0.5566
84.45,42.5,182,0.0026,38.8,0,0.347977584,0.5166
84.45,45,182,0.0026,45.1,0,0.347977584,0.5337
84.45,50,182,0.0026,32.5,0,0.347977584,0.6968
84.45,55,182,0.0026,38.6,0,0.347977584,0.5527
84.45,60,182,0.0026,21.75,0,0.347977584,0.5245
84.45,62.5,182,0.0026,25.9,0,0.347977584,0.488
84.45,65,182,0.0026,14.2,0,0.347977584,0.445
84.45,67.5,182,0.0026,23.1,0,0.347977584,0.4285
84.45,70,182,0.0026,11.85,0,0.347977584,0.4147
84.45,72.5,182,0.0026,12.07,0,0.347977584,0.4082
84.45,75,182,0.0026,14,0,0.347977584,0.3973
84.45,77.5,182,0.0026,8.1,0,0.347977584,0.3917
84.45,80,182,0.0026,10.7,0,0.347977584,0.3861
84.45,82.5,182,0.0026,8.39,0,0.347977584,0.3675
84.45,85,182,0.0026,8.1,0,0.347977584,0.3618
84.45,87.5,182,0.0026,6.2,0,0.347977584,0.3598
84.45,90,182,0.0026,5.3,0,0.347977584,0.3617
84.45,92.5,182,0.0026,3.61,0,0.347977584,0.3637
84.45,95,182,0.0026,3.01,0,0.347977584,0.3615
84.45,97.5,182,0.0026,3.17,0,0.347977584,0.3599
84.45,100,182,0.0026,3.3,0,0.347977584,0.3445
84.45,105,182,0.0026,2.4,0,0.347977584,0.3591
84.45,110,182,0.0026,0.9,0,0.347977584,0.3666
84.45,115,182,0.0026,1.5,0,0.347977584,0.374
84.45,120,182,0.0026,1.1,0,0.347977584,0.3723
84.45,125,182,0.0026,0.95,0,0.347977584,0.3688
84.45,130,182,0.0026,1.75,0,0.347977584,0.3782
84.45,135,182,0.0026,0.99,0,0.347977584,0.3826
84.45,140,182,0.0026,0.3,0,0.347977584,0.4053
84.45,145,182,0.0026,0.05,0,0.347977584,0.4102
84.45,150,182,0.0026,3.3,0,0.347977584,0.4473
84.45,160,182,0.0026,0.35,0,0.347977584,0.4678
84.45,165,182,0.0026,0.55,0,0.347977584,0.5039
84.45,170,182,0.0026,0.2,0,0.347977584,0.4131
84.45,40,553,0.0026,43.37,0,0.347977584,0.5051
84.45,42.5,553,0.0026,42.5,0,0.347977584,0.5988
84.45,50,553,0.0026,30.73,0,0.347977584,0.5119
84.45,60,553,0.0026,29.2,0,0.347977584,0.4713
84.45,65,553,0.0026,29,0,0.347977584,0.4541
84.45,70,553,0.0026,24,0,0.347977584,0.441
84.45,75,553,0.0026,19,0,0.347977584,0.4283
84.45,77.5,553,0.0026,17.2,0,0.347977584,0.4305
84.45,80,553,0.0026,12.8,0,0.347977584,0.4234
84.45,82.5,553,0.0026,13,0,0.347977584,0.4
84.45,85,553,0.0026,11.9,0,0.347977584,0.3958
84.45,87.5,553,0.0026,12.73,0,0.347977584,0.3927
84.45,90,553,0.0026,13.5,0,0.347977584,0.4101
84.45,92.5,553,0.0026,14.6,0,0.347977584,0.3996
84.45,95,553,0.0026,10.96,0,0.347977584,0.4047
84.45,97.5,553,0.0026,15.8,0,0.347977584,0.4015
84.45,100,553,0.0026,9,0,0.347977584,0.3996
84.45,105,553,0.0026,7.82,0,0.347977584,0.3927
84.45,110,553,0.0026,7.4,0,0.347977584,0.384
84.45,120,553,0.0026,5.02,0,0.347977584,0.3784
84.45,125,553,0.0026,4.28,0,0.347977584,0.3745
84.45,130,553,0.0026,5,0,0.347977584,0.3854
84.45,135,553,0.0026,6.1,0,0.347977584,0.3757
84.45,140,553,0.0026,1.9,0,0.347977584,0.3792
84.45,77,0,0.0026,0.3,1,0.347977584,0.9766
84.45,77.5,0,0.0026,0.4,1,0.347977584,0.9219
84.45,78,0,0.0026,0.05,1,0.347977584,0.7734
84.45,78.5,0,0.0026,0.05,1,0.347977584,0.8086
84.45,79,0,0.0026,0.2,1,0.347977584,0.7539
84.45,79.5,0,0.0026,0.3,1,0.347977584,0.6953
84.45,80,0,0.0026,0.1,1,0.347977584,0.6406
84.45,80.5,0,0.0026,0.38,1,0.347977584,0.582
84.45,81,0,0.0026,0.05,1,0.347977584,0.5234
84.45,81.5,0,0.0026,0.15,1,0.347977584,0.5508
84.45,82,0,0.0026,0.05,1,0.347977584,0.4063
84.45,82.5,0,0.0026,0.05,1,0.347977584,0.416
84.45,83.5,0,0.0026,0.05,1,0.347977584,0.3926
84.45,85,0,0.0026,0.5,1,0.347977584,0.5039
84.45,86,0,0.0026,6.33,1,0.347977584,0.8184
84.45,87,0,0.0026,4.89,1,0.347977584,0.584
84.45,87.5,0,0.0026,3.16,1,0.347977584,0.6582
84.45,90,0,0.0026,12.81,1,0.347977584,0.9688
84.45,70,7,0.0026,0.11,1,0.347977584,0.7246
84.45,71,7,0.0026,1,1,0.347977584,0.7031
84.45,72,7,0.0026,1,1,0.347977584,0.6582
84.45,73,7,0.0026,0.57,1,0.347977584,0.6113
84.45,73.5,7,0.0026,1.8,1,0.347977584,0.5889
84.45,74,7,0.0026,0.15,1,0.347977584,0.5664
84.45,75,7,0.0026,0.6,1,0.347977584,0.5205
84.45,75.5,7,0.0026,1.6,1,0.347977584,0.5869
84.45,77.5,7,0.0026,0.2,1,0.347977584,0.5059
84.45,78,7,0.0026,1,1,0.347977584,0.4795
84.45,78.5,7,0.0026,0.2,1,0.347977584,0.4526
84.45,79,7,0.0026,0.55,1,0.347977584,0.3369
84.45,79.5,7,0.0026,3.3,1,0.347977584,0.3594
84.45,80,7,0.0026,0.55,1,0.347977584,0.3711
84.45,81,7,0.0026,0.85,1,0.347977584,0.3311
84.45,81.5,7,0.0026,0.4,1,0.347977584,0.3018
84.45,82,7,0.0026,0.4,1,0.347977584,0.2993
84.45,83.5,7,0.0026,1,1,0.347977584,0.2861
84.45,84,7,0.0026,1,1,0.347977584,0.2857
84.45,86.5,7,0.0026,9.24,1,0.347977584,0.3037
84.45,87,7,0.0026,8.81,1,0.347977584,0.3374
84.45,65,14,0.0026,0.25,1,0.347977584,0.6973
84.45,70,14,0.0026,0.38,1,0.347977584,0.5947
84.45,71.5,14,0.0026,0.85,1,0.347977584,0.5772
84.45,72.5,14,0.0026,1.1,1,0.347977584,0.54
84.45,73,14,0.0026,0.75,1,0.347977584,0.5215
84.45,73.5,14,0.0026,0.5,1,0.347977584,0.5757
84.45,74,14,0.0026,0.1,1,0.347977584,0.5039
84.45,75,14,0.0026,0.15,1,0.347977584,0.4653
84.45,75.5,14,0.0026,1.75,1,0.347977584,0.4629
84.45,76.5,14,0.0026,2.25,1,0.347977584,0.439
84.45,77,14,0.0026,1.05,1,0.347977584,0.419
84.45,77.5,14,0.0026,0.87,1,0.347977584,0.3843
84.45,78,14,0.0026,2.69,1,0.347977584,0.4048
84.45,78.5,14,0.0026,3.6,1,0.347977584,0.3833
84.45,80,14,0.0026,0.55,1,0.347977584,0.3189
84.45,83,14,0.0026,1.2,1,0.347977584,0.3084
84.45,85,14,0.0026,2.35,1,0.347977584,0.3057
84.45,69.5,21,0.0026,0.75,1,0.347977584,0.5391
84.45,70,21,0.0026,0.12,1,0.347977584,0.5234
84.45,70.5,21,0.0026,0.89,1,0.347977584,0.5264
84.45,71,21,0.0026,1.15,1,0.347977584,0.5107
84.45,71.5,21,0.0026,0.9,1,0.347977584,0.4946
84.45,72,21,0.0026,0.19,1,0.347977584,0.479
84.45,73,21,0.0026,1.7,1,0.347977584,0.4629
84.45,73.5,21,0.0026,1.45,1,0.347977584,0.4468
84.45,75,21,0.0026,0.55,1,0.347977584,0.4121
84.45,76,21,0.0026,0.6,1,0.347977584,0.3916
84.45,77,21,0.0026,3.1,1,0.347977584,0.3687
84.45,77.5,21,0.0026,3.6,1,0.347977584,0.3721
84.45,78,21,0.0026,0.5,1,0.347977584,0.364
84.45,83,21,0.0026,1.5,1,0.347977584,0.2993
84.45,83.5,21,0.0026,1.75,1,0.347977584,0.2979
84.45,85,21,0.0026,2.75,1,0.347977584,0.3005
84.45,70,28,0.0026,0.95,1,0.347977584,0.5166
84.45,75,28,0.0026,2.64,1,0.347977584,0.3701
84.45,75.5,28,0.0026,1.75,1,0.347977584,0.3447
84.45,82,28,0.0026,1.7,1,0.347977584,0.3041
84.45,50,35,0.0026,0.07,1,0.347977584,0.7227
84.45,60,35,0.0026,0.05,1,0.347977584,0.5654
84.45,65,35,0.0026,0.45,1,0.347977584,0.5127
84.45,67.5,35,0.0026,0.65,1,0.347977584,0.4522
84.45,70,35,0.0026,0.25,1,0.347977584,0.3745
84.45,72.5,35,0.0026,0.41,1,0.347977584,0.3867
84.45,75,35,0.0026,0.49,1,0.347977584,0.3418
84.45,77.5,35,0.0026,0.74,1,0.347977584,0.3213
84.45,80,35,0.0026,1.25,1,0.347977584,0.3064
84.45,82.5,35,0.0026,2.3,1,0.347977584,0.2988
84.45,85,35,0.0026,3.17,1,0.347977584,0.2961
84.45,85,42,0.0026,8.5,1,0.347977584,0.366
84.45,42.5,63,0.0026,0.1,1,0.347977584,0.6914
84.45,50,63,0.0026,0.3,1,0.347977584,0.6152
84.45,55,63,0.0026,0.2,1,0.347977584,0.5313
84.45,60,63,0.0026,0.15,1,0.347977584,0.4375
84.45,65,63,0.0026,0.35,1,0.347977584,0.4487
84.45,67.5,63,0.0026,0.4,1,0.347977584,0.398
84.45,70,63,0.0026,0.6,1,0.347977584,0.3818
84.45,72.5,63,0.0026,0.9,1,0.347977584,0.3696
84.45,75,63,0.0026,1.35,1,0.347977584,0.3627
84.45,77.5,63,0.0026,2,1,0.347977584,0.3562
84.45,80,63,0.0026,2.9,1,0.347977584,0.3445
84.45,82.5,63,0.0026,3.7,1,0.347977584,0.3455
84.45,85,63,0.0026,5.1,1,0.347977584,0.3424
84.45,87.5,63,0.0026,6.31,1,0.347977584,0.3677
84.45,90,63,0.0026,11.2,1,0.347977584,0.3737
84.45,92.5,63,0.0026,12,1,0.347977584,0.3757
84.45,95,63,0.0026,15.4,1,0.347977584,0.4004
84.45,97.5,63,0.0026,11.1,1,0.347977584,0.4094
84.45,100,63,0.0026,18.15,1,0.347977584,0.4104
84.45,105,63,0.0026,17.7,1,0.347977584,0.4595
84.45,110,63,0.0026,22,1,0.347977584,0.5361
84.45,115,63,0.0026,29.6,1,0.347977584,0.5547
84.45,135,63,0.0026,44.1,1,0.347977584,0.5532
84.45,50,154,0.0026,0.5,1,0.347977584,0.5176
84.45,55,154,0.0026,0.65,1,0.347977584,0.4785
84.45,60,154,0.0026,0.9,1,0.347977584,0.4419
84.45,65,154,0.0026,3.1,1,0.347977584,0.4082
84.45,70,154,0.0026,4.1,1,0.347977584,0.3864
84.45,72.5,154,0.0026,3,1,0.347977584,0.3853
84.45,75,154,0.0026,3.7,1,0.347977584,0.3777
84.45,77.5,154,0.0026,4.5,1,0.347977584,0.37
84.45,80,154,0.0026,5.5,1,0.347977584,0.3715
84.45,82.5,154,0.0026,6.75,1,0.347977584,0.3762
84.45,85,154,0.0026,7.8,1,0.347977584,0.3567
84.45,87.5,154,0.0026,12.4,1,0.347977584,0.3775
84.45,90,154,0.0026,14.1,1,0.347977584,0.3749
84.45,92.5,154,0.0026,17.3,1,0.347977584,0.372
84.45,95,154,0.0026,13.02,1,0.347977584,0.3738
84.45,97.5,154,0.0026,14.9,1,0.347977584,0.3812
84.45,100,154,0.0026,16.5,1,0.347977584,0.385
84.45,105,154,0.0026,20,1,0.347977584,0.3934
84.45,35,182,0.0026,0.2,1,0.347977584,0.5635
84.45,40,182,0.0026,0.35,1,0.347977584,0.584
84.45,42.5,182,0.0026,0.4,1,0.347977584,0.5337
84.45,45,182,0.0026,0.48,1,0.347977584,0.502
84.45,47.5,182,0.0026,2.2,1,0.347977584,0.5249
84.45,50,182,0.0026,0.85,1,0.347977584,0.5024
84.45,55,182,0.0026,1.42,1,0.347977584,0.4602
84.45,60,182,0.0026,1.85,1,0.347977584,0.436
84.45,62.5,182,0.0026,2.85,1,0.347977584,0.4103
84.45,65,182,0.0026,2.15,1,0.347977584,0.3875
84.45,67.5,182,0.0026,4.3,1,0.347977584,0.3966
84.45,70,182,0.0026,3.5,1,0.347977584,0.3917
84.45,72.5,182,0.0026,6.8,1,0.347977584,0.3872
84.45,75,182,0.0026,5,1,0.347977584,0.3827
84.45,77.5,182,0.0026,6.1,1,0.347977584,0.378
84.45,80,182,0.0026,7.2,1,0.347977584,0.3641
84.45,82.5,182,0.0026,9.31,1,0.347977584,0.372
84.45,85,182,0.0026,11,1,0.347977584,0.3704
84.45,87.5,182,0.0026,14.5,1,0.347977584,0.3684
84.45,90,182,0.0026,14.62,1,0.347977584,0.3703
84.45,92.5,182,0.0026,14.4,1,0.347977584,0.3681
84.45,95,182,0.0026,18.5,1,0.347977584,0.3661
84.45,97.5,182,0.0026,21.8,1,0.347977584,0.3691
84.45,100,182,0.0026,16.2,1,0.347977584,0.3782
84.45,105,182,0.0026,24,1,0.347977584,0.3728
84.45,110,182,0.0026,22.5,1,0.347977584,0.4105
84.45,115,182,0.0026,37.9,1,0.347977584,0.4014
84.45,120,182,0.0026,40,1,0.347977584,0.4225
84.45,125,182,0.0026,36.77,1,0.347977584,0.4686
84.45,130,182,0.0026,65,1,0.347977584,0.4529
84.45,135,182,0.0026,46.6,1,0.347977584,0.549
84.45,140,182,0.0026,55.6,1,0.347977584,0.5393
84.45,150,182,0.0026,65.1,1,0.347977584,0.62
84.45,155,182,0.0026,64.4,1,0.347977584,0.6511
84.45,170,182,0.0026,102.7,1,0.347977584,0.5137
84.45,40,553,0.0026,1.77,1,0.347977584,0.494
84.45,42.5,553,0.0026,2.85,1,0.347977584,0.4785
84.45,45,553,0.0026,2.57,1,0.347977584,0.4655
84.45,47.5,553,0.0026,2.4,1,0.347977584,0.4653
84.45,50,553,0.0026,3.3,1,0.347977584,0.449
84.45,55,553,0.0026,3.73,1,0.347977584,0.4282
84.45,60,553,0.0026,7.1,1,0.347977584,0.4174
84.45,65,553,0.0026,7.3,1,0.347977584,0.4061
84.45,70,553,0.0026,8.25,1,0.347977584,0.3945
84.45,72.5,553,0.0026,9.19,1,0.347977584,0.3907
84.45,75,553,0.0026,10.2,1,0.347977584,0.3879
84.45,77.5,553,0.0026,12,1,0.347977584,0.3992
84.45,80,553,0.0026,15,1,0.347977584,0.4006
84.45,82.5,553,0.0026,15.9,1,0.347977584,0.3803
84.45,85,553,0.0026,17.3,1,0.347977584,0.3764
84.45,87.5,553,0.0026,19.8,1,0.347977584,0.376
84.45,90,553,0.0026,18.6,1,0.347977584,0.3742
84.45,92.5,553,0.0026,22.8,1,0.347977584,0.371
84.45,95,553,0.0026,24.4,1,0.347977584,0.3666
84.45,97.5,553,0.0026,26.5,1,0.347977584,0.3778
84.45,100,553,0.0026,30.43,1,0.347977584,0.3758
84.45,105,553,0.0026,31.7,1,0.347977584,0.3783
84.45,110,553,0.0026,30.6,1,0.347977584,0.3693
84.45,135,553,0.0026,57.4,1,0.347977584,0.3597
84.45,140,553,0.0026,64.5,1,0.347977584,0.3624
64.7,60,0,0.0026,6.1,0,0.322596054,0.8906
64.7,65,0,0.0026,0.05,0,0.322596054,0.6191
64.7,70,0,0.0026,0.05,0,0.322596054,0.7344
64.7,60,35,0.0026,3.6,0,0.322596054,0.5645
64.7,65,35,0.0026,3.2,0,0.322596054,0.4229
64.7,70,35,0.0026,1.2,0,0.322596054,0.3818
64.7,40,63,0.0026,14.7,0,0.322596054,0.8965
64.7,45,63,0.0026,20.7,0,0.322596054,0.6963
64.7,50,63,0.0026,14.8,0,0.322596054,0.7886
64.7,55,63,0.0026,13.1,0,0.322596054,0.5217
64.7,60,63,0.0026,6.7,0,0.322596054,0.4446
64.7,65,63,0.0026,3.6,0,0.322596054,0.4558
64.7,70,63,0.0026,1.8,0,0.322596054,0.4479
64.7,75,63,0.0026,0.6,0,0.322596054,0.5775
64.7,80,63,0.0026,0.72,0,0.322596054,0.5056
64.7,85,63,0.0026,0.22,0,0.322596054,0.4546
64.7,30,154,0.0026,33,0,0.322596054,0.583
64.7,40,154,0.0026,23.17,0,0.322596054,0.7759
64.7,50,154,0.0026,16,0,0.322596054,0.5787
64.7,55,154,0.0026,12.2,0,0.322596054,0.5227
64.7,60,154,0.0026,9.6,0,0.322596054,0.4822
64.7,65,154,0.0026,5.7,0,0.322596054,0.4719
64.7,70,154,0.0026,3.2,0,0.322596054,0.3793
64.7,75,154,0.0026,2.15,0,0.322596054,0.3777
64.7,80,154,0.0026,1.15,0,0.322596054,0.374
64.7,85,154,0.0026,1.15,0,0.322596054,0.5109
64.7,65,0,0.0026,0.05,1,0.322596054,0.1904
64.7,60,35,0.0026,1.35,1,0.322596054,0.4211
64.7,65,35,0.0026,3.3,1,0.322596054,0.4255
64.7,70,35,0.0026,6.1,1,0.322596054,0.5017
64.7,40,63,0.0026,0.68,1,0.322596054,0.6738
64.7,45,63,0.0026,0.41,1,0.322596054,0.5527
64.7,50,63,0.0026,0.6,1,0.322596054,0.4346
64.7,55,63,0.0026,0.73,1,0.322596054,0.4165
64.7,60,63,0.0026,1.72,1,0.322596054,0.3989
64.7,65,63,0.0026,4.1,1,0.322596054,0.3561
64.7,70,63,0.0026,5.7,1,0.322596054,0.5264
64.7,50,154,0.0026,1.1,1,0.322596054,0.397
64.7,55,154,0.0026,2.66,1,0.322596054,0.4186
64.7,60,154,0.0026,3.35,1,0.322596054,0.3668
64.7,65,154,0.0026,7.2,1,0.322596054,0.3777
64.7,70,154,0.0026,7.8,1,0.322596054,0.4465
64.7,85,154,0.0026,21.9,1,0.322596054,0.4829
108.1,105,0,0.0026,3,0,0.191996134,0.5361
108.1,110,0,0.0026,0.03,0,0.191996134,0.3594
108.1,115,0,0.0026,0.03,0,0.191996134,0.9648
108.1,120,0,0.0026,0.03,0,0.191996134,0.9922
108.1,95,35,0.0026,13,0,0.191996134,0.5039
108.1,100,35,0.0026,7.59,0,0.191996134,0.3776
108.1,105,35,0.0026,3.7,0,0.191996134,0.2286
108.1,110,35,0.0026,1.45,0,0.191996134,0.2163
108.1,115,35,0.0026,0.45,0,0.191996134,0.2261
108.1,120,35,0.0026,0.15,0,0.191996134,0.292
108.1,87.5,91,0.0026,11.1,0,0.191996134,0.4397
108.1,90,91,0.0026,14.8,0,0.191996134,0.4054
108.1,95,91,0.0026,8.9,0,0.191996134,0.3469
108.1,97.5,91,0.0026,7.49,0,0.192013803,0.2546
108.1,100,91,0.0026,8,0,0.191996134,0.2417
108.1,105,91,0.0026,4.88,0,0.191996134,0.2246
108.1,110,91,0.0026,3.1,0,0.191996134,0.1992
108.1,115,91,0.0026,1.35,0,0.191996134,0.2008
108.1,120,91,0.0026,0.25,0,0.191996134,0.2136
108.1,125,91,0.0026,0.25,0,0.191996134,0.2151
108.1,40,182,0.0026,63.4,0,0.191996134,0.6523
108.1,42.5,182,0.0026,61,0,0.191996134,0.6152
108.1,50,182,0.0026,36.01,0,0.191996134,0.5811
108.1,55,182,0.0026,25.9,0,0.191996134,0.5273
108.1,57.5,182,0.0026,22.31,0,0.191996134,0.5671
108.1,60,182,0.0026,16.57,0,0.191996134,0.541
108.1,62.5,182,0.0026,22.5,0,0.191996134,0.6408
108.1,65,182,0.0026,22.4,0,0.191996134,0.6035
108.1,67.5,182,0.0026,24.3,0,0.191996134,0.5674
108.1,70,182,0.0026,19.5,0,0.191996134,0.5403
108.1,72.5,182,0.0026,31.8,0,0.191996134,0.5061
108.1,75,182,0.0026,29,0,0.191996134,0.4799
108.1,77.5,182,0.0026,25.7,0,0.191996134,0.4471
108.1,80,182,0.0026,22.1,0,0.191996134,0.4214
108.1,82.5,182,0.0026,23.5,0,0.191996134,0.4014
108.1,85,182,0.0026,21.8,0,0.191996134,0.3751
108.1,87.5,182,0.0026,13.7,0,0.191996134,0.3539
108.1,90,182,0.0026,17.88,0,0.191996134,0.3222
108.1,92.5,182,0.0026,12,0,0.191996134,0.2952
108.1,95,182,0.0026,12.6,0,0.191996134,0.2547
108.1,97.5,182,0.0026,9.37,0,0.191996134,0.2788
108.1,100,182,0.0026,6.7,0,0.191996134,0.2694
108.1,105,182,0.0026,7.3,0,0.191996134,0.2268
108.1,110,182,0.0026,4.3,0,0.191996134,0.2053
108.1,115,182,0.0026,1.8,0,0.191996134,0.2006
108.1,120,182,0.0026,1.75,0,0.191996134,0.1981
108.1,125,182,0.0026,0.55,0,0.191996134,0.2087
108.1,130,182,0.0026,0.71,0,0.191996134,0.2131
108.1,150,182,0.0026,0.08,0,0.191996134,0.2437
108.1,42.5,553,0.0026,52,0,0.191996134,0.6001
108.1,50,553,0.0026,41.4,0,0.191996134,0.5143
108.1,60,553,0.0026,29.9,0,0.191996134,0.4352
108.1,70,553,0.0026,31.9,0,0.191996134,0.3741
108.1,77.5,553,0.0026,13.86,0,0.191996134,0.3495
108.1,80,553,0.0026,28.9,0,0.191996134,0.3445
108.1,87.5,553,0.0026,11.1,0,0.191996134,0.3204
108.1,90,553,0.0026,21.49,0,0.191996134,0.3021
108.1,95,553,0.0026,15.8,0,0.191996134,0.2933
108.1,97.5,553,0.0026,14.68,0,0.191996134,0.2861
108.1,100,553,0.0026,13.37,0,0.191996134,0.2759
108.1,105,553,0.0026,11.2,0,0.191996134,0.2662
108.1,110,553,0.0026,8.1,0,0.191996134,0.2554
108.1,115,553,0.0026,8.74,0,0.191996134,0.249
108.1,120,553,0.0026,5.2,0,0.191996134,0.2452
108.1,125,553,0.0026,5.3,0,0.191996134,0.2196
108.1,130,553,0.0026,3.9,0,0.191996134,0.2369
108.1,135,553,0.0026,2.95,0,0.191996134,0.2355
108.1,140,553,0.0026,2.4,0,0.191996134,0.2399
108.1,145,553,0.0026,1.75,0,0.191996134,0.2299
108.1,100,0,0.0026,0.05,1,0.192013803,0.7422
108.1,105,0,0.0026,0.3,1,0.191996134,0.3213
108.1,110,0,0.0026,6.5,1,0.191996134,0.5703
108.1,80,35,0.0026,0.15,1,0.191996134,0.5059
108.1,85,35,0.0026,0.25,1,0.191996134,0.478
108.1,90,35,0.0026,0.4,1,0.191996134,0.3911
108.1,95,35,0.0026,0.35,1,0.191996134,0.3018
108.1,97.5,35,0.0026,0.44,1,0.192013803,0.2661
108.1,100,35,0.0026,0.75,1,0.191996134,0.2427
108.1,105,35,0.0026,2,1,0.191996134,0.2186
108.1,65,91,0.0026,0.37,1,0.191996134,0.416
108.1,70,91,0.0026,0.05,1,0.191996134,0.3936
108.1,75,91,0.0026,0.2,1,0.191996134,0.3584
108.1,80,91,0.0026,0.3,1,0.191996134,0.3296
108.1,85,91,0.0026,0.55,1,0.191996134,0.3071
108.1,87.5,91,0.0026,0.75,1,0.192013803,0.2827
108.1,90,91,0.0026,0.95,1,0.192013803,0.2634
108.1,92.5,91,0.0026,1.3,1,0.191996134,0.2466
108.1,95,91,0.0026,0.83,1,0.191996134,0.2344
108.1,97.5,91,0.0026,1.75,1,0.192013803,0.2268
108.1,100,91,0.0026,1.71,1,0.191996134,0.2203
108.1,105,91,0.0026,5.4,1,0.191996134,0.209
108.1,110,91,0.0026,6.6,1,0.191996134,0.2075
108.1,115,91,0.0026,11.3,1,0.191996134,0.2109
108.1,120,91,0.0026,15.7,1,0.191996134,0.2232
108.1,40,182,0.0026,0.05,1,0.191996134,0.5156
108.1,42.5,182,0.0026,0.05,1,0.191996134,0.5215
108.1,45,182,0.0026,0.7,1,0.191996134,0.4922
108.1,47.5,182,0.0026,0.05,1,0.191996134,0.4629
108.1,50,182,0.0026,0.05,1,0.191996134,0.4356
108.1,55,182,0.0026,0.05,1,0.192013803,0.4199
108.1,57.5,182,0.0026,0.1,1,0.191996134,0.3936
